Sales Document Number,Sales Document Item,Customer PO number,Sold To number,Ship-To Party,Sales Document Created Date,Entry time,Actual GI Date,is_first_time_cust_material_order,Material Number,Material Description,is_rare_material,Sales Order item qty,hist_mean,hist_std,p05,p95,qty_deviation_from_mean,qty_z_score,is_qty_outside_typical_range,Sales unit,historical_common_uom,is_unusual_uom,is_suspected_duplicate_order,qty_trend_slope_lastN,current_month_total_qty,month_rolling_mean,month_rolling_std,month_rolling_z,order_share_of_month,is_order_qty_high_z,ship_to_percentage_for_sold_to,is_unusual_ship_to_for_sold_to,Unit Price,price_p05,price_p95,is_unusual_unit_price,price_z_vs_customer,Order item value,expected_order_item_value,is_value_mismatch_price_qty,fulfillment_duration_days,fulfillment_p05,fulfillment_p95,is_unusual_fulfillment_time,anomaly_explanation,anomaly_score,predicted_anomaly,extended_analysis,ai_anomaly_result,model_used,shap_explanation,Blocked by Business Rules,Business Rules
Sales_926C94,320,Customer_DA1244,Sold_A4CD8E,Ship-to_A4CD8E,8/14/25,14:45:02,8/14/25,FALSE,Material_4A2497,Material_D93FF7,FALSE,31192,7958.461538,12559.50868,336,31843,29932,34.3352619,FALSE,PAC,PAC,FALSE,FALSE,35761.6,190456,4116,1876.417864,99.30623854,0.16377536,TRUE,1,FALSE,572.7,572.7,572.7,FALSE,0,17863658.4,17863658.4,FALSE,0,0,2.5,FALSE,Month rolling z-score: 99.31,-0.269845909,1,TRUE,TRUE,global (new customer),Top contributors: Sales Order item qty: 31192.000 (decreases anomaly score by 0.071); current_month_total_qty: 190456.000 (decreases anomaly score by 0.068); qty_z_score: 34.335 (decreases anomaly score by 0.060); qty_trend_slope_lastN: 35761.600 (decreases anomaly score by 0.056); qty_deviation_from_mean: 29932.000 (decreases anomaly score by 0.053); is_order_qty_high_z: 1.000 (decreases anomaly score by 0.052); is_first_time_cust_material_order: 0.000 (increases anomaly score by 0.049); month_rolling_z: 99.306 (decreases anomaly score by 0.013); order_share_of_month: 0.164 (increases anomaly score by 0.003); is_unusual_fulfillment_time: 0.000 (increases anomaly score by 0.002); price_z_vs_customer: 0.000 (increases anomaly score by 0.000); is_rare_material: 0.000 (decreases anomaly score by 0.000); is_qty_outside_typical_range: 0.000 (decreases anomaly score by 0.000); is_suspected_duplicate_order: 0.000 (decreases anomaly score by 0.000); is_unusual_unit_price: 0.000 (decreases anomaly score by 0.000); is_value_mismatch_price_qty: 0.000 (decreases anomaly score by 0.000),TRUE,90-day CM threshold exceeded: qty 31192 > upper 5940.00 (diff 25252.00); 13-week CM weekly threshold exceeded: qty 31192 > upper 3840.52 (diff 27351.48); 13-week material weekly threshold exceeded: qty 31192 > upper 7319.65 (diff 23872.35)
Sales_61C130,20,Customer_4CA142,Sold_A4DD7B,Ship-to_A4DD7B,8/7/25,17:30:04,8/7/25,FALSE,Material_4A2497,Material_D93FF7,FALSE,18297,10081.46429,20037.86113,336,44025.8,17625,35.38113839,FALSE,PAC,PAC,FALSE,FALSE,13920.8,272817,2366,1283.350303,210.7382524,0.067066935,TRUE,1,FALSE,572.7,572.7,572.7,FALSE,0,10478691.9,10478691.9,FALSE,0,0,2.95,FALSE,Month rolling z-score: 210.74,-0.262997022,1,TRUE,TRUE,global (new customer),Top contributors: current_month_total_qty: 272817.000 (decreases anomaly score by 0.080); qty_z_score: 35.381 (decreases anomaly score by 0.064); is_order_qty_high_z: 1.000 (decreases anomaly score by 0.055); qty_trend_slope_lastN: 13920.800 (decreases anomaly score by 0.052); Sales Order item qty: 18297.000 (decreases anomaly score by 0.052); is_first_time_cust_material_order: 0.000 (increases anomaly score by 0.050); qty_deviation_from_mean: 17625.000 (decreases anomaly score by 0.047); month_rolling_z: 210.738 (decreases anomaly score by 0.012); is_unusual_fulfillment_time: 0.000 (increases anomaly score by 0.002); price_z_vs_customer: 0.000 (increases anomaly score by 0.000); order_share_of_month: 0.067 (decreases anomaly score by 0.000); is_rare_material: 0.000 (decreases anomaly score by 0.000); is_qty_outside_typical_range: 0.000 (decreases anomaly score by 0.000); is_suspected_duplicate_order: 0.000 (decreases anomaly score by 0.000); is_unusual_unit_price: 0.000 (decreases anomaly score by 0.000); is_value_mismatch_price_qty: 0.000 (decreases anomaly score by 0.000),TRUE,90-day CM threshold exceeded: qty 18297 > upper 691.82 (diff 17605.18); 13-week CM weekly threshold exceeded: qty 18297 > upper 800.80 (diff 17496.20); 13-week material weekly threshold exceeded: qty 18297 > upper 2956.80 (diff 15340.20)
Sales_D54C7D,10,Customer_D61A55,Sold_A4CD8E,Ship-to_A4CD8E,8/28/25,15:00:05,8/28/25,FALSE,Material_4A2497,Material_D93FF7,FALSE,35364,7958.461538,12559.50868,336,31843,34104,39.121,FALSE,PAC,PAC,FALSE,FALSE,9060.8,190456,4116,1876.417864,99.30623854,0.185680682,TRUE,1,FALSE,572.7,572.7,572.7,FALSE,0,20252962.8,20252962.8,FALSE,0,0,2.5,FALSE,Month rolling z-score: 99.31,-0.26184489,1,TRUE,TRUE,global (new customer),Top contributors: Sales Order item qty: 35364.000 (decreases anomaly score by 0.072); current_month_total_qty: 190456.000 (decreases anomaly score by 0.068); qty_z_score: 39.121 (decreases anomaly score by 0.062); is_order_qty_high_z: 1.000 (decreases anomaly score by 0.053); qty_deviation_from_mean: 34104.000 (decreases anomaly score by 0.052); is_first_time_cust_material_order: 0.000 (increases anomaly score by 0.049); qty_trend_slope_lastN: 9060.800 (decreases anomaly score by 0.045); month_rolling_z: 99.306 (decreases anomaly score by 0.013); order_share_of_month: 0.186 (increases anomaly score by 0.004); is_unusual_fulfillment_time: 0.000 (increases anomaly score by 0.002); price_z_vs_customer: 0.000 (increases anomaly score by 0.000); is_rare_material: 0.000 (decreases anomaly score by 0.000); is_qty_outside_typical_range: 0.000 (decreases anomaly score by 0.000); is_suspected_duplicate_order: 0.000 (decreases anomaly score by 0.000); is_unusual_unit_price: 0.000 (decreases anomaly score by 0.000); is_value_mismatch_price_qty: 0.000 (decreases anomaly score by 0.000),TRUE,90-day CM threshold exceeded: qty 35364 > upper 11471.08 (diff 23892.92); 13-week CM weekly threshold exceeded: qty 35364 > upper 12346.06 (diff 23017.94); 13-week material weekly threshold exceeded: qty 35364 > upper 31690.24 (diff 3673.76)
Sales_283C55,10,Customer_D5437C,Sold_A4CD8E,Ship-to_A4CD8E,8/7/25,16:05:59,8/7/25,FALSE,Material_4A2497,Material_D93FF7,FALSE,28756,7958.461538,12559.50868,336,31843,27496,31.54090476,FALSE,PAC,PAC,FALSE,FALSE,21660.8,190456,4116,1876.417864,99.30623854,0.150985004,TRUE,1,FALSE,572.7,572.7,572.7,FALSE,0,16468561.2,16468561.2,FALSE,0,0,2.5,FALSE,Month rolling z-score: 99.31,-0.260707395,1,TRUE,TRUE,global (new customer),Top contributors: Sales Order item qty: 28756.000 (decreases anomaly score by 0.067); current_month_total_qty: 190456.000 (decreases anomaly score by 0.066); qty_z_score: 31.541 (decreases anomaly score by 0.061); qty_trend_slope_lastN: 21660.800 (decreases anomaly score by 0.056); is_order_qty_high_z: 1.000 (decreases anomaly score by 0.051); is_first_time_cust_material_order: 0.000 (increases anomaly score by 0.050); qty_deviation_from_mean: 27496.000 (decreases anomaly score by 0.050); month_rolling_z: 99.306 (decreases anomaly score by 0.013); order_share_of_month: 0.151 (increases anomaly score by 0.003); is_unusual_fulfillment_time: 0.000 (increases anomaly score by 0.002); price_z_vs_customer: 0.000 (increases anomaly score by 0.000); is_rare_material: 0.000 (decreases anomaly score by 0.000); is_qty_outside_typical_range: 0.000 (decreases anomaly score by 0.000); is_suspected_duplicate_order: 0.000 (decreases anomaly score by 0.000); is_unusual_unit_price: 0.000 (decreases anomaly score by 0.000); is_value_mismatch_price_qty: 0.000 (decreases anomaly score by 0.000),TRUE,90-day CM threshold exceeded: qty 28756 > upper 1307.82 (diff 27448.18); 13-week CM weekly threshold exceeded: qty 28756 > upper 1307.82 (diff 27448.18); 13-week material weekly threshold exceeded: qty 28756 > upper 2956.80 (diff 25799.20)
Sales_B96F61,10,Customer_7373F2,Sold_A4DD7B,Ship-to_A4DD7B,8/21/25,14:00:08,8/21/25,FALSE,Material_4A2497,Material_D93FF7,FALSE,40768,10081.46429,20037.86113,336,44025.8,40096,80.49033333,FALSE,PAC,PAC,FALSE,FALSE,-4076.8,272817,2366,1283.350303,210.7382524,0.149433503,TRUE,1,FALSE,572.7,572.7,572.7,FALSE,0,23347833.6,23347833.6,FALSE,0,0,2.95,FALSE,Month rolling z-score: 210.74,-0.260486688,1,TRUE,TRUE,global (new customer),Top contributors: current_month_total_qty: 272817.000 (decreases anomaly score by 0.081); Sales Order item qty: 40768.000 (decreases anomaly score by 0.079); qty_z_score: 80.490 (decreases anomaly score by 0.058); qty_deviation_from_mean: 40096.000 (decreases anomaly score by 0.052); is_order_qty_high_z: 1.000 (decreases anomaly score by 0.051); is_first_time_cust_material_order: 0.000 (increases anomaly score by 0.043); qty_trend_slope_lastN: -4076.800 (decreases anomaly score by 0.022); month_rolling_z: 210.738 (decreases anomaly score by 0.013); order_share_of_month: 0.149 (increases anomaly score by 0.003); is_unusual_fulfillment_time: 0.000 (increases anomaly score by 0.002); price_z_vs_customer: 0.000 (increases anomaly score by 0.000); is_rare_material: 0.000 (decreases anomaly score by 0.000); is_qty_outside_typical_range: 0.000 (decreases anomaly score by 0.000); is_suspected_duplicate_order: 0.000 (decreases anomaly score by 0.000); is_unusual_unit_price: 0.000 (decreases anomaly score by 0.000); is_value_mismatch_price_qty: 0.000 (decreases anomaly score by 0.000),TRUE,90-day CM threshold exceeded: qty 40768 > upper 6265.67 (diff 34502.33); 13-week CM weekly threshold exceeded: qty 40768 > upper 6130.30 (diff 34637.70); 13-week material weekly threshold exceeded: qty 40768 > upper 16771.70 (diff 23996.30)
Sales_E68CB7,360,Customer_0333E3,Sold_A4CD8E,Ship-to_A4CD8E,7/7/25,13:00:07,7/7/25,FALSE,Material_486F57,Material_97D0AD,FALSE,50652,28597.33333,9853.230394,20679.4,45858.4,22054.66667,2.238318377,TRUE,PAC,PAC,FALSE,FALSE,-11636.8,254884,230153,19261.84672,1.28393712,0.198725695,TRUE,1,FALSE,572.7,572.7,572.7,FALSE,0,29008400.4,29008400.4,FALSE,0,0,0.95,FALSE,Qty (actual: 50652) outside typical range [20679.40-45858.40]; Month rolling z-score: 1.28,-0.257824153,1,TRUE,TRUE,global (new customer),Top contributors: Sales Order item qty: 50652.000 (decreases anomaly score by 0.095); current_month_total_qty: 254884.000 (decreases anomaly score by 0.084); qty_deviation_from_mean: 22054.667 (decreases anomaly score by 0.049); is_qty_outside_typical_range: 1.000 (decreases anomaly score by 0.048); is_first_time_cust_material_order: 0.000 (increases anomaly score by 0.044); qty_trend_slope_lastN: -11636.800 (decreases anomaly score by 0.039); is_order_qty_high_z: 1.000 (decreases anomaly score by 0.030); qty_z_score: 2.238 (decreases anomaly score by 0.010); order_share_of_month: 0.199 (increases anomaly score by 0.004); month_rolling_z: 1.284 (decreases anomaly score by 0.002); is_unusual_fulfillment_time: 0.000 (increases anomaly score by 0.002); price_z_vs_customer: 0.000 (increases anomaly score by 0.000); is_rare_material: 0.000 (decreases anomaly score by 0.000); is_suspected_duplicate_order: 0.000 (decreases anomaly score by 0.000); is_unusual_unit_price: 0.000 (decreases anomaly score by 0.000); is_value_mismatch_price_qty: 0.000 (decreases anomaly score by 0.000),TRUE,90-day CM threshold exceeded: qty 50652 > upper 32436.60 (diff 18215.40)
Sales_12EFDC,170,Customer_E02546,Sold_A4DD7B,Ship-to_A4DD7B,6/27/25,10:15:05,7/1/25,FALSE,Material_486F57,Material_97D0AD,FALSE,17472,27185.8913,4435.090089,19236,33124,-9713.891304,-2.190235397,TRUE,PAC,PAC,FALSE,FALSE,-8736,283920,227845.3333,11576.82528,4.843699832,0.061538462,TRUE,1,FALSE,572.7,572.7,572.7,FALSE,0,10006214.4,10006214.4,FALSE,4,0,1,TRUE,Qty (actual: 17472) outside typical range [19236.00-33124.00]; Month rolling z-score: 4.84; Unusual fulfillment time: 4 days (expected range [0-1 days]),-0.253330466,1,TRUE,TRUE,global (new customer),Top contributors: current_month_total_qty: 283920.000 (decreases anomaly score by 0.077); Sales Order item qty: 17472.000 (decreases anomaly score by 0.049); is_first_time_cust_material_order: 0.000 (increases anomaly score by 0.049); is_qty_outside_typical_range: 1.000 (decreases anomaly score by 0.047); qty_deviation_from_mean: -9713.891 (decreases anomaly score by 0.045); is_unusual_fulfillment_time: 1.000 (decreases anomaly score by 0.043); is_order_qty_high_z: 1.000 (decreases anomaly score by 0.038); qty_trend_slope_lastN: -8736.000 (decreases anomaly score by 0.032); qty_z_score: -2.190 (decreases anomaly score by 0.013); month_rolling_z: 4.844 (decreases anomaly score by 0.006); price_z_vs_customer: 0.000 (increases anomaly score by 0.000); order_share_of_month: 0.062 (decreases anomaly score by 0.000); is_rare_material: 0.000 (decreases anomaly score by 0.000); is_suspected_duplicate_order: 0.000 (decreases anomaly score by 0.000); is_unusual_unit_price: 0.000 (decreases anomaly score by 0.000); is_value_mismatch_price_qty: 0.000 (decreases anomaly score by 0.000),FALSE,
Sales_65E74E,330,Customer_FBF1AA,Sold_A4CD8E,Ship-to_A4CD8E,6/13/25,13:00:11,6/16/25,FALSE,Material_8BEE0B,Material_F8F7AF,FALSE,18900,4986,2762.768269,2781,7700.4,13914,5.036253005,TRUE,PAC,PAC,FALSE,FALSE,12744,41796,38664,2225.603738,1.4072586,0.452196382,TRUE,1,FALSE,286.35,286.35,286.35,FALSE,0,5412015,5412015,FALSE,3,0,0,TRUE,Qty (actual: 18900) outside typical range [2781.00-7700.40]; Month rolling z-score: 1.41; Unusual fulfillment time: 3 days (expected range [0-0 days]),-0.253251427,1,TRUE,TRUE,global (new customer),Top contributors: is_qty_outside_typical_range: 1.000 (decreases anomaly score by 0.055); Sales Order item qty: 18900.000 (decreases anomaly score by 0.054); is_first_time_cust_material_order: 0.000 (increases anomaly score by 0.053); is_unusual_fulfillment_time: 1.000 (decreases anomaly score by 0.052); qty_deviation_from_mean: 13914.000 (decreases anomaly score by 0.051); qty_trend_slope_lastN: 12744.000 (decreases anomaly score by 0.050); is_order_qty_high_z: 1.000 (decreases anomaly score by 0.035); current_month_total_qty: 41796.000 (decreases anomaly score by 0.027); qty_z_score: 5.036 (decreases anomaly score by 0.023); order_share_of_month: 0.452 (decreases anomaly score by 0.005); month_rolling_z: 1.407 (decreases anomaly score by 0.003); price_z_vs_customer: 0.000 (increases anomaly score by 0.000); is_rare_material: 0.000 (decreases anomaly score by 0.000); is_suspected_duplicate_order: 0.000 (decreases anomaly score by 0.000); is_unusual_unit_price: 0.000 (decreases anomaly score by 0.000); is_value_mismatch_price_qty: 0.000 (decreases anomaly score by 0.000),TRUE,90-day CM threshold exceeded: qty 18900 > upper 5032.37 (diff 13867.63); 13-week CM weekly threshold exceeded: qty 18900 > upper 9695.91 (diff 9204.09)
Sales_67936A,190,Customer_6C6806,Sold_39E391,Ship-to_39E391,7/23/25,9:15:37,7/24/25,FALSE,Material_942B16,Material_D35A62,FALSE,60,58,33.38091842,20,111,2,0.059914469,FALSE,PAC,PAC,FALSE,FALSE,-8,500,495,71.23903424,0.070186241,0.12,FALSE,1,FALSE,6417.99,6417.99,6417.99,FALSE,0,385079.4,385079.4,FALSE,1,1,3,FALSE,Month rolling z-score: 0.07,0.140240863,0,FALSE,FALSE,global (new customer),,FALSE,
Sales_BEF9D6,170,Customer_4D87A1,Sold_39E391,Ship-to_39E391,7/30/25,9:15:17,7/31/25,FALSE,Material_942B16,Material_D35A62,FALSE,60,58,33.38091842,20,111,2,0.059914469,FALSE,PAC,PAC,FALSE,FALSE,24,500,495,71.23903424,0.070186241,0.12,FALSE,1,FALSE,6417.99,6417.99,6417.99,FALSE,0,385079.4,385079.4,FALSE,1,1,3,FALSE,Month rolling z-score: 0.07,0.140240863,0,FALSE,FALSE,global (new customer),,FALSE,
Sales_AE75C9,170,Customer_ED5AB5,Sold_39E391,Ship-to_39E391,7/9/25,13:45:34,7/10/25,FALSE,Material_942B16,Material_D35A62,FALSE,60,58,33.38091842,20,111,2,0.059914469,FALSE,PAC,PAC,FALSE,FALSE,0,500,495,71.23903424,0.070186241,0.12,FALSE,1,FALSE,6417.99,6417.99,6417.99,FALSE,0,385079.4,385079.4,FALSE,1,1,3,FALSE,Month rolling z-score: 0.07,0.140240863,0,FALSE,FALSE,global (new customer),,FALSE,
Sales_00D882,100,Customer_B7D85E,Sold_A4CD8E,Ship-to_A4CD8E,3/27/25,13:32:33,3/27/25,FALSE,Material_6AC311,Material_C14C95,FALSE,80,79.6,64.09113409,11,156.25,0.4,0.006241113,FALSE,PAC,PAC,FALSE,FALSE,-0.8,671,,,,0.119225037,FALSE,1,FALSE,1385.22,1274.402321,1385.22,FALSE,0,110817.6,110817.6,FALSE,0,0,0.55,FALSE,,0.140213961,0,FALSE,FALSE,global (new customer),,TRUE,90-day CM threshold exceeded: qty 80 > upper 77.63 (diff 2.37)