PRICE_TEMPLATE;PREIS;ABDATUM;BISDATUM;VONZONE_1;BISZONE_1;PREISBTR_1;TEXT30;PREISTYP;PREISART;SPARTE;MASS;RUNDART;RUNDUNG;TWAERS;MNGBASIS;AKLASSE;TIMBASIS;TIMTYP;Vlookup
;EG103_SGDC;01/12/2024;31/12/9999;15000;45000;;EG-103 Summer Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_SGDC;01/12/2024;31/12/9999;45000;135000;;EG-103 Summer Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_SGDC;01/12/2024;31/12/9999;135000;300000;;EG-103 Summer Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_SGDC;01/12/2024;31/12/9999;300000;600000;;EG-103 Summer Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_SGDC;01/12/2024;31/12/9999;600000;9999999999;;EG-103 Summer Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_SIMA;01/12/2024;31/12/9999;0;15000;;EG-103 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_SIMA;01/12/2024;31/12/9999;15000;45000;;EG-103 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_SIMA;01/12/2024;31/12/9999;45000;135000;;EG-103 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_SIMA;01/12/2024;31/12/9999;135000;300000;;EG-103 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_SIMA;01/12/2024;31/12/9999;300000;600000;;EG-103 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_SIMA;01/12/2024;31/12/9999;600000;9999999999;;EG-103 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WBR;01/11/2024;31/12/9999;0;15000;;EG-103 Winter Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WBR;01/11/2024;31/12/9999;15000;45000;;EG-103 Winter Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WBR;01/11/2024;31/12/9999;45000;135000;;EG-103 Winter Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WBR;01/11/2024;31/12/9999;135000;300000;;EG-103 Winter Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WBR;01/11/2024;31/12/9999;300000;600000;;EG-103 Winter Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WBR;01/11/2024;31/12/9999;600000;9999999999;;EG-103 Winter Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WGCC;01/11/2024;31/12/9999;0;15000;;EG-103 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WGCC;01/11/2024;31/12/9999;15000;45000;;EG-103 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WGCC;01/11/2024;31/12/9999;45000;135000;;EG-103 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WGCC;01/11/2024;31/12/9999;135000;300000;;EG-103 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WGCC;01/11/2024;31/12/9999;300000;600000;;EG-103 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WGCC;01/11/2024;31/12/9999;600000;9999999999;;EG-103 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WGCD;01/11/2024;31/12/9999;0;15000;;EG-103 Winter Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WGCD;01/11/2024;31/12/9999;15000;45000;;EG-103 Winter Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WGCD;01/11/2024;31/12/9999;45000;135000;;EG-103 Winter Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WGCD;01/11/2024;31/12/9999;135000;300000;;EG-103 Winter Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WGCD;01/11/2024;31/12/9999;300000;600000;;EG-103 Winter Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WGCD;01/11/2024;31/12/9999;600000;9999999999;;EG-103 Winter Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WGDC;01/12/2024;31/12/9999;0;15000;;EG-103 Winter Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WGDC;01/12/2024;31/12/9999;15000;45000;;EG-103 Winter Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WGDC;01/12/2024;31/12/9999;45000;135000;;EG-103 Winter Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WGDC;01/12/2024;31/12/9999;135000;300000;;EG-103 Winter Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WGDC;01/12/2024;31/12/9999;300000;600000;;EG-103 Winter Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WGDC;01/12/2024;31/12/9999;600000;9999999999;;EG-103 Winter Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WIMA;01/12/2024;31/12/9999;0;15000;;EG-103 Winter Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WIMA;01/12/2024;31/12/9999;15000;45000;;EG-103 Winter Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WIMA;01/12/2024;31/12/9999;45000;135000;;EG-103 Winter Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WIMA;01/12/2024;31/12/9999;135000;300000;;EG-103 Winter Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WIMA;01/12/2024;31/12/9999;300000;600000;;EG-103 Winter Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG103_WIMA;01/12/2024;31/12/9999;600000;9999999999;;EG-103 Winter Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104SNCNG;01/11/2024;31/12/9999;0;15000;;EG-104 Summer Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104SNCNG;01/11/2024;31/12/9999;15000;45000;;EG-104 Summer Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104SNCNG;01/11/2024;31/12/9999;45000;135000;;EG-104 Summer Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104SNCNG;01/11/2024;31/12/9999;135000;300000;;EG-104 Summer Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104SNCNG;01/11/2024;31/12/9999;300000;600000;;EG-104 Summer Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104SNCNG;01/11/2024;31/12/9999;600000;9999999999;;EG-104 Summer Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104WNCNG;01/11/2024;31/12/9999;0;15000;;EG-104 Winter Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104WNCNG;01/11/2024;31/12/9999;15000;45000;;EG-104 Winter Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104WNCNG;01/11/2024;31/12/9999;45000;135000;;EG-104 Winter Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104WNCNG;01/11/2024;31/12/9999;135000;300000;;EG-104 Winter Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104WNCNG;01/11/2024;31/12/9999;300000;600000;;EG-104 Winter Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104WNCNG;01/11/2024;31/12/9999;600000;9999999999;;EG-104 Winter Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SBR;01/11/2024;31/12/9999;0;15000;;EG-104 Summer Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SBR;01/11/2024;31/12/9999;15000;45000;;EG-104 Summer Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SBR;01/11/2024;31/12/9999;45000;135000;;EG-104 Summer Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SBR;01/11/2024;31/12/9999;135000;300000;;EG-104 Summer Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SBR;01/11/2024;31/12/9999;300000;600000;;EG-104 Summer Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SBR;01/11/2024;31/12/9999;600000;9999999999;;EG-104 Summer Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGCC;01/11/2024;31/12/9999;0;15000;;EG-104 Summer Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGCC;01/11/2024;31/12/9999;15000;45000;;EG-104 Summer Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGCC;01/11/2024;31/12/9999;45000;135000;;EG-104 Summer Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGCC;01/11/2024;31/12/9999;135000;300000;;EG-104 Summer Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGCC;01/11/2024;31/12/9999;300000;600000;;EG-104 Summer Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGCC;01/11/2024;31/12/9999;600000;9999999999;;EG-104 Summer Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGCD;01/11/2024;31/12/9999;0;15000;;EG-104 Summer Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGCD;01/11/2024;31/12/9999;15000;45000;;EG-104 Summer Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGCD;01/11/2024;31/12/9999;45000;135000;;EG-104 Summer Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGCD;01/11/2024;31/12/9999;135000;300000;;EG-104 Summer Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGCD;01/11/2024;31/12/9999;300000;600000;;EG-104 Summer Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGCD;01/11/2024;31/12/9999;600000;9999999999;;EG-104 Summer Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGCI;01/11/2024;31/12/9999;0;15000;;EG-104 Summer Gas Cost Commodity Increment/Decreme;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGCI;01/11/2024;31/12/9999;15000;45000;;EG-104 Summer Gas Cost Commodity Increment/Decreme;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGCI;01/11/2024;31/12/9999;45000;135000;;EG-104 Summer Gas Cost Commodity Increment/Decreme;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGCI;01/11/2024;31/12/9999;135000;300000;;EG-104 Summer Gas Cost Commodity Increment/Decreme;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGCI;01/11/2024;31/12/9999;300000;600000;;EG-104 Summer Gas Cost Commodity Increment/Decreme;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGCI;01/11/2024;31/12/9999;600000;9999999999;;EG-104 Summer Gas Cost Commodity Increment/Decreme;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGDC;01/12/2024;31/12/9999;0;15000;;EG-104 Summer Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGDC;01/12/2024;31/12/9999;15000;45000;;EG-104 Summer Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGDC;01/12/2024;31/12/9999;45000;135000;;EG-104 Summer Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGDC;01/12/2024;31/12/9999;135000;300000;;EG-104 Summer Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGDC;01/12/2024;31/12/9999;300000;600000;;EG-104 Summer Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGDC;01/12/2024;31/12/9999;600000;9999999999;;EG-104 Summer Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGDI;01/06/2024;31/12/9999;0;15000;;EG-104 Summer Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGDI;01/06/2024;31/12/9999;15000;45000;;EG-104 Summer Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGDI;01/06/2024;31/12/9999;45000;135000;;EG-104 Summer Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGDI;01/06/2024;31/12/9999;135000;300000;;EG-104 Summer Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGDI;01/06/2024;31/12/9999;300000;600000;;EG-104 Summer Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SGDI;01/06/2024;31/12/9999;600000;9999999999;;EG-104 Summer Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SIMA;01/12/2024;31/12/9999;0;15000;;EG-104 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SIMA;01/12/2024;31/12/9999;15000;45000;;EG-104 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SIMA;01/12/2024;31/12/9999;45000;135000;;EG-104 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SIMA;01/12/2024;31/12/9999;135000;300000;;EG-104 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SIMA;01/12/2024;31/12/9999;300000;600000;;EG-104 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_SIMA;01/12/2024;31/12/9999;600000;9999999999;;EG-104 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_STR3;01/11/2022;31/12/9999;0;15000;;EG-104 Summer Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_STR3;01/11/2022;31/12/9999;15000;45000;;EG-104 Summer Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_STR3;01/11/2022;31/12/9999;45000;135000;;EG-104 Summer Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_STR3;01/11/2022;31/12/9999;135000;300000;;EG-104 Summer Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_STR3;01/11/2022;31/12/9999;300000;600000;;EG-104 Summer Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_STR3;01/11/2022;31/12/9999;600000;9999999999;;EG-104 Summer Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_STR5;01/11/2024;31/12/9999;0;15000;;EG-104 Summer Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_STR5;01/11/2024;31/12/9999;15000;45000;;EG-104 Summer Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_STR5;01/11/2024;31/12/9999;45000;135000;;EG-104 Summer Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_STR5;01/11/2024;31/12/9999;135000;300000;;EG-104 Summer Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_STR5;01/11/2024;31/12/9999;300000;600000;;EG-104 Summer Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_STR5;01/11/2024;31/12/9999;600000;9999999999;;EG-104 Summer Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WBR;01/11/2024;31/12/9999;0;15000;;EG-104 Winter Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WBR;01/11/2024;31/12/9999;15000;45000;;EG-104 Winter Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WBR;01/11/2024;31/12/9999;45000;135000;;EG-104 Winter Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WBR;01/11/2024;31/12/9999;135000;300000;;EG-104 Winter Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WBR;01/11/2024;31/12/9999;300000;600000;;EG-104 Winter Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WBR;01/11/2024;31/12/9999;600000;9999999999;;EG-104 Winter Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGCC;01/11/2024;31/12/9999;0;15000;;EG-104 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGCC;01/11/2024;31/12/9999;15000;45000;;EG-104 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGCC;01/11/2024;31/12/9999;45000;135000;;EG-104 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGCC;01/11/2024;31/12/9999;135000;300000;;EG-104 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGCC;01/11/2024;31/12/9999;300000;600000;;EG-104 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGCC;01/11/2024;31/12/9999;600000;9999999999;;EG-104 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGCD;01/11/2024;31/12/9999;0;15000;;EG-104 Winter Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGCD;01/11/2024;31/12/9999;15000;45000;;EG-104 Winter Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGCD;01/11/2024;31/12/9999;45000;135000;;EG-104 Winter Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGCD;01/11/2024;31/12/9999;135000;300000;;EG-104 Winter Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGCD;01/11/2024;31/12/9999;300000;600000;;EG-104 Winter Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGCD;01/11/2024;31/12/9999;600000;9999999999;;EG-104 Winter Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGCI;01/11/2024;31/12/9999;0;15000;;EG-104 Winter Gas Cost Commodity Increment/Decreme;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGCI;01/11/2024;31/12/9999;15000;45000;;EG-104 Winter Gas Cost Commodity Increment/Decreme;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGCI;01/11/2024;31/12/9999;45000;135000;;EG-104 Winter Gas Cost Commodity Increment/Decreme;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGCI;01/11/2024;31/12/9999;135000;300000;;EG-104 Winter Gas Cost Commodity Increment/Decreme;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGCI;01/11/2024;31/12/9999;300000;600000;;EG-104 Winter Gas Cost Commodity Increment/Decreme;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGCI;01/11/2024;31/12/9999;600000;9999999999;;EG-104 Winter Gas Cost Commodity Increment/Decreme;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGDC;01/12/2024;31/12/9999;0;15000;;EG-104 Winter Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGDC;01/12/2024;31/12/9999;15000;45000;;EG-104 Winter Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGDC;01/12/2024;31/12/9999;45000;135000;;EG-104 Winter Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGDC;01/12/2024;31/12/9999;135000;300000;;EG-104 Winter Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGDC;01/12/2024;31/12/9999;300000;600000;;EG-104 Winter Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGDC;01/12/2024;31/12/9999;600000;9999999999;;EG-104 Winter Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGDI;01/06/2024;31/12/9999;0;15000;;EG-104 Winter Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG104_WGDI;01/06/2024;31/12/9999;15000;45000;;EG-104 Winter Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
