PRICE_TEMPLATE;PREIS;ABDATUM;BISDATUM;VONZONE_1;BISZONE_1;PREISBTR_1;TEXT30;PREISTYP;PREISART;SPARTE;MASS;RUNDART;RUNDUNG;TWAERS;MNGBASIS;AKLASSE;TIMBASIS;TIMTYP;Vlookup
;EG113WPIM;;31/12/9999;300000;600000;;EG-113 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG113WPIM;;31/12/9999;600000;9999999999;;EG-113 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SGDID;01/06/2024;31/12/9999;0;15000;;EG-114 Summer Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SGDID;01/06/2024;31/12/9999;15000;45000;;EG-114 Summer Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SGDID;01/06/2024;31/12/9999;45000;135000;;EG-114 Summer Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SGDID;01/06/2024;31/12/9999;135000;300000;;EG-114 Summer Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SGDID;01/06/2024;31/12/9999;300000;600000;;EG-114 Summer Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SGDID;01/06/2024;31/12/9999;600000;9999999999;;EG-114 Summer Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SNCNG;01/11/2024;31/12/9999;0;15000;;EG-114 Summer Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SNCNG;01/11/2024;31/12/9999;15000;45000;;EG-114 Summer Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SNCNG;01/11/2024;31/12/9999;45000;135000;;EG-114 Summer Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SNCNG;01/11/2024;31/12/9999;135000;300000;;EG-114 Summer Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SNCNG;01/11/2024;31/12/9999;300000;600000;;EG-114 Summer Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SNCNG;01/11/2024;31/12/9999;600000;9999999999;;EG-114 Summer Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114STR3Y;01/03/2023;31/12/9999;0;15000;;EG-114 Summer Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114STR3Y;01/03/2023;31/12/9999;15000;45000;;EG-114 Summer Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114STR3Y;01/03/2023;31/12/9999;45000;135000;;EG-114 Summer Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114STR3Y;01/03/2023;31/12/9999;135000;300000;;EG-114 Summer Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114STR3Y;01/03/2023;31/12/9999;300000;600000;;EG-114 Summer Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114STR3Y;01/03/2023;31/12/9999;600000;9999999999;;EG-114 Summer Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114STR5Y;01/11/2024;31/12/9999;0;15000;;EG-114Summer Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114STR5Y;01/11/2024;31/12/9999;15000;45000;;EG-114Summer Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114STR5Y;01/11/2024;31/12/9999;45000;135000;;EG-114Summer Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114STR5Y;01/11/2024;31/12/9999;135000;300000;;EG-114Summer Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114STR5Y;01/11/2024;31/12/9999;300000;600000;;EG-114Summer Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114STR5Y;01/11/2024;31/12/9999;600000;9999999999;;EG-114Summer Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WGDID;01/06/2024;31/12/9999;0;15000;;EG-114 Winter Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WGDID;01/06/2024;31/12/9999;15000;45000;;EG-114 Winter Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WGDID;01/06/2024;31/12/9999;45000;135000;;EG-114 Winter Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WGDID;01/06/2024;31/12/9999;135000;300000;;EG-114 Winter Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WGDID;01/06/2024;31/12/9999;300000;600000;;EG-114 Winter Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WGDID;01/06/2024;31/12/9999;600000;9999999999;;EG-114 Winter Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WNCNG;01/11/2024;31/12/9999;0;15000;;EG-114 Winter Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WNCNG;01/11/2024;31/12/9999;15000;45000;;EG-114 Winter Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WNCNG;01/11/2024;31/12/9999;45000;135000;;EG-114 Winter Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WNCNG;01/11/2024;31/12/9999;135000;300000;;EG-114 Winter Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WNCNG;01/11/2024;31/12/9999;300000;600000;;EG-114 Winter Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WNCNG;01/11/2024;31/12/9999;600000;9999999999;;EG-114 Winter Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WTR3Y;01/03/2023;31/12/9999;0;15000;;EG-114 Winter Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WTR3Y;01/03/2023;31/12/9999;15000;45000;;EG-114 Winter Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WTR3Y;01/03/2023;31/12/9999;45000;135000;;EG-114 Winter Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WTR3Y;01/03/2023;31/12/9999;135000;300000;;EG-114 Winter Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WTR3Y;01/03/2023;31/12/9999;300000;600000;;EG-114 Winter Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WTR3Y;01/03/2023;31/12/9999;600000;9999999999;;EG-114 Winter Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WTR5Y;01/11/2024;31/12/9999;0;15000;;EG-114Winter Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WTR5Y;01/11/2024;31/12/9999;15000;45000;;EG-114Winter Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WTR5Y;01/11/2024;31/12/9999;45000;135000;;EG-114Winter Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WTR5Y;01/11/2024;31/12/9999;135000;300000;;EG-114Winter Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WTR5Y;01/11/2024;31/12/9999;300000;600000;;EG-114Winter Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WTR5Y;01/11/2024;31/12/9999;600000;9999999999;;EG-114Winter Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SPIM;;31/12/9999;0;15000;;EG-114 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SPIM;;31/12/9999;15000;45000;;EG-114 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SPIM;;31/12/9999;45000;135000;;EG-114 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SPIM;;31/12/9999;135000;300000;;EG-114 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SPIM;;31/12/9999;300000;600000;;EG-114 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114SPIM;;31/12/9999;600000;9999999999;;EG-114 Summer PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WPIM;;31/12/9999;0;15000;;EG-114 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WPIM;;31/12/9999;15000;45000;;EG-114 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WPIM;;31/12/9999;45000;135000;;EG-114 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WPIM;;31/12/9999;135000;300000;;EG-114 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WPIM;;31/12/9999;300000;600000;;EG-114 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114WPIM;;31/12/9999;600000;9999999999;;EG-114 Winter PIM Rider;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SBR;01/11/2024;31/12/9999;0;15000;;EG-114 Summer Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SBR;01/11/2024;31/12/9999;15000;45000;;EG-114 Summer Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SBR;01/11/2024;31/12/9999;45000;135000;;EG-114 Summer Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SBR;01/11/2024;31/12/9999;135000;300000;;EG-114 Summer Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SBR;01/11/2024;31/12/9999;300000;600000;;EG-114 Summer Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SBR;01/11/2024;31/12/9999;600000;9999999999;;EG-114 Summer Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SGCC;01/11/2024;31/12/9999;0;15000;;EG-114 Summer Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SGCC;01/11/2024;31/12/9999;15000;45000;;EG-114 Summer Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SGCC;01/11/2024;31/12/9999;45000;135000;;EG-114 Summer Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SGCC;01/11/2024;31/12/9999;135000;300000;;EG-114 Summer Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SGCC;01/11/2024;31/12/9999;300000;600000;;EG-114 Summer Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SGCC;01/11/2024;31/12/9999;600000;9999999999;;EG-114 Summer Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SGCD;01/11/2024;31/12/9999;0;15000;;EG-114 Summer Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SGCD;01/11/2024;31/12/9999;15000;45000;;EG-114 Summer Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SGCD;01/11/2024;31/12/9999;45000;135000;;EG-114 Summer Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SGCD;01/11/2024;31/12/9999;135000;300000;;EG-114 Summer Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SGCD;01/11/2024;31/12/9999;300000;600000;;EG-114 Summer Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SGCD;01/11/2024;31/12/9999;600000;9999999999;;EG-114 Summer Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SGDC;01/12/2024;31/12/9999;0;15000;;EG-114 Summer Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SGDC;01/12/2024;31/12/9999;15000;45000;;EG-114 Summer Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SGDC;01/12/2024;31/12/9999;45000;135000;;EG-114 Summer Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SGDC;01/12/2024;31/12/9999;135000;300000;;EG-114 Summer Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SGDC;01/12/2024;31/12/9999;300000;600000;;EG-114 Summer Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SGDC;01/12/2024;31/12/9999;600000;9999999999;;EG-114 Summer Gas distribution price;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SIMA;01/12/2024;31/12/9999;0;15000;;EG-114 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SIMA;01/12/2024;31/12/9999;15000;45000;;EG-114 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SIMA;01/12/2024;31/12/9999;45000;135000;;EG-114 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SIMA;01/12/2024;31/12/9999;135000;300000;;EG-114 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SIMA;01/12/2024;31/12/9999;300000;600000;;EG-114 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_SIMA;01/12/2024;31/12/9999;600000;9999999999;;EG-114 Summer Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WBR;01/11/2024;31/12/9999;0;15000;;EG-114 Winter Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WBR;01/11/2024;31/12/9999;15000;45000;;EG-114 Winter Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WBR;01/11/2024;31/12/9999;45000;135000;;EG-114 Winter Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WBR;01/11/2024;31/12/9999;135000;300000;;EG-114 Winter Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WBR;01/11/2024;31/12/9999;300000;600000;;EG-114 Winter Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WBR;01/11/2024;31/12/9999;600000;9999999999;;EG-114 Winter Base rate;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WGCC;01/11/2024;31/12/9999;0;15000;;EG-114 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WGCC;01/11/2024;31/12/9999;15000;45000;;EG-114 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WGCC;01/11/2024;31/12/9999;45000;135000;;EG-114 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WGCC;01/11/2024;31/12/9999;135000;300000;;EG-114 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WGCC;01/11/2024;31/12/9999;300000;600000;;EG-114 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WGCC;01/11/2024;31/12/9999;600000;9999999999;;EG-114 Winter Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WGCD;01/11/2024;31/12/9999;0;15000;;EG-114 Winter Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WGCD;01/11/2024;31/12/9999;15000;45000;;EG-114 Winter Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WGCD;01/11/2024;31/12/9999;45000;135000;;EG-114 Winter Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WGCD;01/11/2024;31/12/9999;135000;300000;;EG-114 Winter Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WGCD;01/11/2024;31/12/9999;300000;600000;;EG-114 Winter Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WGCD;01/11/2024;31/12/9999;600000;9999999999;;EG-114 Winter Gas cost Demand;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WGDC;01/12/2024;31/12/9999;0;15000;;EG-114 Winter Gas distribution price.;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WGDC;01/12/2024;31/12/9999;15000;45000;;EG-114 Winter Gas distribution price.;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WGDC;01/12/2024;31/12/9999;45000;135000;;EG-114 Winter Gas distribution price.;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WGDC;01/12/2024;31/12/9999;135000;300000;;EG-114 Winter Gas distribution price.;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WGDC;01/12/2024;31/12/9999;300000;600000;;EG-114 Winter Gas distribution price.;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WGDC;01/12/2024;31/12/9999;600000;9999999999;;EG-114 Winter Gas distribution price.;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WIMA;01/12/2024;31/12/9999;0;15000;;EG-114 Winter Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WIMA;01/12/2024;31/12/9999;15000;45000;;EG-114 Winter Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WIMA;01/12/2024;31/12/9999;45000;135000;;EG-114 Winter Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WIMA;01/12/2024;31/12/9999;135000;300000;;EG-114 Winter Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WIMA;01/12/2024;31/12/9999;300000;600000;;EG-114 Winter Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG114_WIMA;01/12/2024;31/12/9999;600000;9999999999;;EG-114 Winter Integrity Management Adjustment;1;1;02;thm;;;USD;1;NCGT;;;NO
;EG144SGDID;01/06/2024;31/12/9999;0;5000;;EG-144 Summer Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144SGDID;01/06/2024;31/12/9999;5000;9999999999;;EG-144 Summer Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144SNCNG;01/11/2024;31/12/9999;0;5000;;EG-144 Summer Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144SNCNG;01/11/2024;31/12/9999;5000;9999999999;;EG-144 Summer Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144STR3Y;01/11/2022;31/12/9999;0;5000;;EG-144 Summer Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144STR3Y;01/11/2022;31/12/9999;5000;9999999999;;EG-144 Summer Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144STR5Y;01/11/2024;31/12/9999;0;5000;;EG-144 Summer Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144STR5Y;01/11/2024;31/12/9999;5000;9999999999;;EG-144 Summer Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144WGDID;01/06/2024;31/12/9999;0;5000;;EG-144 Winter Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144WGDID;01/06/2024;31/12/9999;5000;9999999999;;EG-144 Winter Gas Cost Demand Increment/Decrement;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144WNCNG;01/11/2024;31/12/9999;0;5000;;EG-144 Winter Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144WNCNG;01/11/2024;31/12/9999;5000;9999999999;;EG-144 Winter Eastern NCNG Rider;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144WTR3Y;01/11/2022;31/12/9999;0;5000;;EG-144 Winter Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144WTR3Y;01/11/2022;31/12/9999;5000;9999999999;;EG-144 Winter Tax Rider 3 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144WTR5Y;01/11/2024;31/12/9999;0;5000;;EG-144 Winter Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144WTR5Y;01/11/2024;31/12/9999;5000;9999999999;;EG-144 Winter Tax Rider 5 year Amount;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_SBR;01/11/2024;31/12/9999;0;5000;;EG-144 Summer Base Rate;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_SBR;01/11/2024;31/12/9999;5000;9999999999;;EG-144 Summer Base Rate;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_SGCC;01/11/2024;31/12/9999;0;5000;;EG-144 Summer Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_SGCC;01/11/2024;31/12/9999;5000;9999999999;;EG-144 Summer Gas Cost Commodity;1;1;02;thm;;;USD;1;NCGC;1;1;NO
;EG144_SGCD;01/11/2024;31/12/9999;0;5000;;EG-144 Summer Gas Cost Demand;1;1;02;thm;;;USD;1;NCGC;1;1;NO
